descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;wlink
Apartamento com 2 dormitórios à venda, 53 m² por R$ 450.398,40 - Água Verde - Curitiba/PR;Rua Pará, 900;['90'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-53m2-venda-RS450398-id-2538582120/
Apartamento Novo á Venda - 4 Dormitórios - 2 Suítes - Churrasqueira - 2 Vagas;Rua Professor Pedro Viriato Parigot de Souza, 3901;['269'];[4];[2];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-166m2-venda-RS1170000-id-2542501940/
Apartamento para venda tem 54 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Alfredo Bufren, 183;[];[1];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-54m2-venda-RS180000-id-2534949476/
Apartamento à venda, 4 dormitórios, 3 vagas - Água Verde - Curitiba;Rua Carneiro Lobo, 243;['285'];[4];[2];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-173m2-venda-RS1250000-id-2543095727/
CURITIBA - Apartamento Padrão - Cristo Rei;Avenida Marechal Humberto de Alencar Castelo Branco, 1000;['125'];[3];[1];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-79m2-venda-RS360000-id-2538133235/
Apartamento para venda possui 40 metros quadrados com 2 quartos em Cidade Industrial - Curitiba - PR;Rua Herval d'Oeste, 155;['40'];[2];[];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-40m2-venda-RS129000-id-2546788000/
CURITIBA - Padrão - Batel;-;['98'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-77m2-venda-RS430000-id-2545727684/
Apartamento em Água Verde - Curitiba;-;['90'];[3];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-90m2-venda-RS270000-id-2544826887/
Apartamento com 1 dormitório à venda, 26 m² por R$ 176.324,98 - Portão - Curitiba/PR;Rua Augusto de Mari, 3840;['26'];[1];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-portao-bairros-curitiba-26m2-venda-RS176325-id-2481739970/
Apartamento mobiliado com 02 quartos no Batel- Curitiba - PR;Avenida Sete de Setembro, 4500;[];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-75m2-venda-RS499000-id-2515187897/
Apartamento para venda possui 275 metros quadrados com 4 quartos em Mercês - Curitiba - PR;Alameda Prudente de Moraes, 255;['383'];[4];[2];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-merces-bairros-curitiba-com-garagem-275m2-venda-RS1380000-id-2545479412/
Apartamento para Venda em Curitiba, São Lourenço, 4 dormitórios, 2 suítes, 5 banheiros, 2 vagas;Rua Reinaldo Hecke, 453;['224'];[4];[2];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-sao-lourenco-bairros-curitiba-com-garagem-148m2-venda-RS1150000-id-2530339940/
Apartamento para Venda em Curitiba, Novo Mundo, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Orlando Albino Von der Osten, 188;['70'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-52m2-venda-RS319000-id-2544646945/
Apartamento 2 quartos com 77m² privativo no Alto da XV !;Rua Sete de Abril, 348;[];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-77m2-venda-RS490000-id-2540488711/
APARTAMENTO 3 QUARTOS 66 M2 PORTÃO;Rua Capitão Tenente Maris de Barros, 243;['66'];[3];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-66m2-venda-RS177000-id-2532969989/
Apartamento para Venda em Curitiba, Água Verde, 3 dormitórios, 3 suítes, 4 banheiros, 4 vagas;Rua Bento Viana, 1078;['418'];[3];[3];[4];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-300m2-venda-RS3890000-id-2544788979/
CURITIBA - Apartamento Padrão - Alto da Rua XV;Rua Sete de Abril, 348;['98'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-77m2-venda-RS499000-id-2542451046/
Apartamento para venda tem 59 metros quadrados com 2 quartos em Tingui - Curitiba - PR;Rua Nicolau Salomão, 430;['90'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-59m2-venda-RS337000-id-2539492018/
Apartamento com 235m² Privativos, 3 Suítes e 4 Vagas no Ecoville.;Rua Paulo Gorski, 1175;['365'];[3];[3];[5];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-235m2-venda-RS2990000-id-2532340534/
Apartamento para Venda em Curitiba, SITIO CERCADO, 2 dormitórios, 1 banheiro, 1 vaga;Rua Tijucas do Sul, 2086;['49'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-49m2-venda-RS139990-id-2538747282/
Apartamento com 2 dormitórios à venda, 79 m² por R$ 610.000,00 - Portão - Curitiba/PR;Rua Capitão Tenente Maris de Barros, 313;['120'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-79m2-venda-RS610000-id-2547073928/
Apartamento com 3 dormitórios à venda, 98 m² por R$ 730.000,00 - Alto da XV - Curitiba/PR;Rua Sete de Abril, 485;['171'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-98m2-venda-RS730000-id-2523382543/
APARTAMENTO com 2 dormitórios à venda com 50.36m² por R$ 170.000,00 no bairro Guaíra - CURITIBA / PR;Rua Santa Zita, 281;['50'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-47m2-venda-RS170000-id-2547034926/
Apartamento com 3 dormitórios à venda, 61 m² por R$ 292.000,00 - Portão - Curitiba/PR;-;['78'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-61m2-venda-RS292000-id-2544306047/
Apartamento á venda com 2 dormitórios com churrasqueira na sacada , 76 m² no Bairro São Francisco;Rua Barão de Antonina, 57;['133'];[2];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-76m2-venda-RS550000-id-2544386191/
Apartamento para venda tem 255 metros quadrados com 4 quartos em Mossunguê - Curitiba - PR;Rua Francisco Juglair, 470;['442'];[4];[2];[5];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-255m2-venda-RS2200000-id-2539801998/
Excelente Apartamento em condomínio Clube no Centro;Rua Marechal Deodoro, 1340;['83'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-65m2-venda-RS508000-id-2505948590/
Apartamento Aluguel ou Venda 2 quartos 1 vaga Cachoeira - Curitiba - PR;Rua David Bodziak, 1180;['53'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cachoeira-bairros-curitiba-com-garagem-48m2-venda-RS129000-id-2536991413/
Apartamento Novo á Venda - Face Norte - 4 Dormitórios - Suíte - Churrasqueira - 2 Vagas;Rua Professor Pedro Viriato Parigot de Souza, 3901;['219'];[4];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-131m2-venda-RS990000-id-2542533823/
Duplex residencial para venda, Juvevê, Curitiba - AD5394.;Rua Nicolau Maeder, 783;['236'];[4];[4];[6];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-236m2-venda-RS3227239-id-2516215791/
Apartamento para Venda em Curitiba, Bairro Alto, 2 dormitórios, 1 banheiro, 1 vaga;Rodovia BR-116, 2.785;['68'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-51m2-venda-RS268000-id-2544816592/
APARTAMENTO 3 DORMITÓRIOS COM 2 VAGAS DE GARAGENS, AGENDE SUA VISITA.;Rua Aviador Vicente Wolski, 125;['211'];[3];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-179m2-venda-RS685000-id-2546829034/
Apartamento para Venda em Curitiba/PR;Avenida Visconde de Guarapuava, 3945;['284'];[3];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-186m2-venda-RS1500000-id-2535905946/
EXCELENTE OPORTUNIDADE NO CABRAL!!;Avenida Paraná, 33;['265'];[4];[4];[6];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-212m2-venda-RS1990909-id-2528179221/
Apartamento Alto Padrão a venda nas Mercês, Mobiliado, 114 m², 3 Dormitórios, 2 Vagas - Maison 29;Rua Desembargador Motta, 3147;['114'];[3];[3];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-114m2-venda-RS1490000-id-2543270487/
Apartamento á Venda - 3 Suítes - Churrasqueira - 2 Vagas - Sol da Tarde;Rua Professora Doracy Cezzarino, 138;['242'];[3];[3];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-126m2-venda-RS1090000-id-2527228584/
Apartamento para venda com 60 metros quadrados e 2 quartos em Bigorrilho - Curitiba - PR.;Rua Euclides da Cunha, 1547;['85'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-60m2-venda-RS295000-id-94230175/
Apartamento de 3 quartos, 1 vaga no Agua Verde.;Rua Professor Assis Gonçalves, 1277;['107'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-74m2-venda-RS440000-id-2544560716/
Apartamento com 3 dormitórios à venda, 95 m² por R$ 869.000,00 - Água Verde - Curitiba/PR;-;['177'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-95m2-venda-RS869000-id-2539794881/
Apartamento com 2 dormitórios à venda, a partir de R$560.000 - Centro - Curitiba/PR;Alameda Cabral, 680;['114'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-70m2-venda-RS560000-id-2538819265/
Garden Suspenso no Batel | A poucos metros do Shopping Curitiba !;Avenida Visconde de Guarapuava, 3670;['208'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-130m2-venda-RS959600-id-2519882799/
Ed : Santorini;Rua José Américo Tizoni, 610;['185'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-93m2-venda-RS748500-id-2547478742/
CURITIBA - Apartamento Padrão - Xaxim;-;['76'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-64m2-venda-RS298700-id-2543604280/
Perto de tudo!Supermercados, restaurantes, bancos, lotéricas, petshop, farmácias, escolasFácil aces;-;['180'];[4];[1];[4];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-148m2-venda-RS630000-id-2543871814/
CURITIBA - Apartamento Padrão - Agua Verde;Rua Professor Assis Gonçalves, 930;['185'];[3];[1];[1];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-127m2-venda-RS820000-id-2540401986/
Apartamento para venda com 71 metros quadrados com 3 quartos em Tarumã - Curitiba - PR;Rua Aureliano Rocha Loures, 72;['77'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-taruma-bairros-curitiba-com-garagem-71m2-venda-RS398000-id-2543216224/
Apartamento com 3 quartos e 111m² face Norte ao lado do Bosque no Centro Cívico - Curitiba - PR;-;[];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-111m2-venda-RS1100000-id-2542660322/
Apartamento com 3 dormitórios à venda, 141 m² por R$ 1.390.000,00 - Mossunguê - Curitiba/PR;-;['203'];[3];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-141m2-venda-RS1390000-id-2547515762/
Apartamento 2 quartos - Ao lado Terminal do Fazendinha;Rua Juvenal Carvalho, 80;['50'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-50m2-venda-RS138000-id-2523772113/
Apartamento 2 Quartos Champagnat Ótima localização Vale a pena visitar e conferir;Rua Francisco Rocha, 1543;['129'];[2];[1];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-champagnat-bairros-curitiba-com-garagem-82m2-venda-RS357000-id-2545295739/
Apartamento com 2 dormitórios à venda, 95 m² por R$ 419.000,00 - Água Verde - Curitiba/PR;-;['145'];[2];[1];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-95m2-venda-RS419000-id-2540760231/
Excelente Apartamento com 3 quartos no Água Verde com vista indevassável;Avenida Silva Jardim, 2346;['110'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-79m2-venda-RS593000-id-2543053702/
Apartamento com 2 dormitórios à venda, 58 m² por R$ 400.000,00 - Capão Raso - Curitiba/PR;Rua José Clementino Bettega, 120;['113'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-58m2-venda-RS400000-id-2542582541/
Apartamento para venda com 50 metros quadrados com 2 quartos em Água Verde - Curitiba - PR;Rua Pará, 728;['70'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-50m2-venda-RS240000-id-2547572133/
APARTAMENTO COM 3 DORMITÓRIOS NO BAIRRO REBOUÇAS;Rua Lamenha Lins;['85'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-77m2-venda-RS350000-id-2539537981/
CURITIBA - Apartamento Padrão - Água Verde;-;['59'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-59m2-venda-RS416900-id-2541823699/
Apartamento para venda com 61 metros quadrados com 1 quarto em Cabral - Curitiba - PR;Rua dos Funcionários, 144;['87'];[1];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-cabral-bairros-curitiba-com-garagem-61m2-venda-RS380000-id-2529081631/
Apartamento com 4 dormitórios à venda, 218 m² por R$ 1.150.000,00 - Bigorrilho - Curitiba/PR;Rua Martim Afonso, 1200;['218'];[4];[2];[5];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-218m2-venda-RS1150000-id-2468737801/
Apartamento para venda possui 68 metros quadrados com 2 quartos em Capão Raso - Curitiba - PR;Rua José Zaleski, 124;['87'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-68m2-venda-RS415208-id-2539917874/
Apartamento para venda tem 254 metros quadrados com 3 suites no Cabral;Rua Quintino Bocaiúva, 154;['779'];[3];[3];[2];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-532m2-venda-RS3020800-id-2539401276/
Apartamento · 3 Quartos (1 suíte) · 2 Vagas Condomínio Update - bairro Portão;-;['153'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-75m2-venda-RS550000-id-2541821123/
Apartamento Duplex com 3 dormitórios à venda, 174 m² por R$ 990.000 - Cabral - Curitiba/PR;Avenida Nossa Senhora da Luz, 170;['261'];[3];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-174m2-venda-RS990000-id-2521460140/
Apartamento com 4 dormitórios à venda, 311 m² por R$ 1.200.000,00 - Centro - Curitiba/PR;Avenida Visconde de Guarapuava, 1613;['311'];[4];[2];[1];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-311m2-venda-RS1200000-id-2540427481/
Apartamento com 3 dormitórios à venda, 74 m² por R$ 475.000,00 - Santo Inácio - Curitiba/PR;Rua Anna Gbur Barcik;['101'];[3];[1];[1];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-santo-inacio-bairros-curitiba-com-garagem-74m2-venda-RS475000-id-2542443283/
Excelente Apartamento de andar no Spazio Castelli - Novo Mundo;Rua Carolina Castelli, 482;['54'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-47m2-venda-RS210000-id-2528760646/
Ed. Ária - Apartamento Duplex com 3 suítes à venda, 328 m² por R$ 5.495.000 - Cabral - Curitiba/PR;Avenida Munhoz da Rocha, 122;['435'];[3];[3];[6];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-328m2-venda-RS5495000-id-2531444033/
Apartamento de 4 quartos, 3 suítes, 3 vagas de garagem no Batel - Curitiba - PR;Avenida Visconde de Guarapuava, 4433;['513'];[4];[3];[5];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-379m2-venda-RS1500000-id-2511224094/
Apartamento Residencial à venda, Água Verde, Curitiba - .;Rua Maranhão;['79'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-79m2-venda-RS295000-id-2521312895/
Garden a Venda Residencial Vivart;Rua Elvira Annibaleto, 77;['68'];[1];[1];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-34m2-venda-RS129000-id-2543296945/
Apartamento de 2 quartos mobiliado no Pinheirinho;-;['62'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-46m2-venda-RS215000-id-2544466499/
Apartamento Finamente Decorado - 3 Salas - 3 Suítes - Churrasqueira - 2 Vagas;Rua Professora Doracy Cezzarino, 138;['242'];[3];[3];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-155m2-venda-RS1590000-id-2525829873/
Apartamento em construção, Edifício Elysia, centro, 1 quarto, 29,46 m2, 17o andar, face norte/leste;Avenida Visconde de Guarapuava, 3000;['51'];[1];[1];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-29m2-venda-RS277600-id-2529529121/
CURITIBA - Padrão - Centro;Rua Tibagi;['64'];[1];[];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS170000-id-2545719896/
APARTAMENTO REFORMADO, DECORADO, EXCELENTE LOCALIZAÇÃO;Rua Leôncio Correia, 600;['109'];[3];[0];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-80m2-venda-RS380000-id-2534139882/
Apartamento para venda tem 58 metros quadrados com 3 quartos em Capão Raso - Curitiba - PR;Rua Dante Luiz Júnior;['75'];[3];[];[1];[];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-58m2-venda-RS210000-id-2539660350/
APARTAMENTO NO XAXIM - TRÊS QUARTOS COM SUÍTE;Rua André Ferreira Camargo, 564;['69'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-62m2-venda-RS255000-id-2543019908/
Apartamento Garden Plaenge;-;['352'];[3];[1];[3];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-202m2-venda-RS1999990-id-2541628976/
Apartamento para Venda em Curitiba, Centro Cívico, 3 dormitórios, 1 banheiro, 2 vagas;Rua Professor Benedito Nicolau dos Santos, 558;['123'];[3];[0];[1];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-88m2-venda-RS420000-id-2526548023/
Apartamento para venda tem 44 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Brigadeiro Franco, 2454;['77'];[1];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-44m2-venda-RS279000-id-2547046939/
APARTAMENTO COM 3 QUARTOS;Rua Lamenha Lins, 2184;['95'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-95m2-venda-RS350000-id-2538773095/
Apartamento com 3 dormitórios à venda, 123 m² por R$ 715.000,00 - Vila Izabel - Curitiba/PR;Rua Professor Ulisses Vieira;['193'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS715000-id-2537354935/
OCASIÃO ! APARTAMENTO ED BOUGANVILLE BATEL 614,00m², SEMI-MOBILIADO! R$ 2.000.000;Avenida Silva Jardim, 1856;['614'];[4];[4];[6];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-470m2-venda-RS2000000-id-2522877947/
Apartamento Duplex com 2 Quartos à venda, 69 m² por R$ 340.000 - Cristo Rei - Curitiba/PR;-;['98'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-69m2-venda-RS340000-id-2531350201/
APTO CENTRO, PRÓX. LARGO DA ORDEM, GRANDE COM 1 VAGA COBERTA;Rua Treze de Maio;['106'];[5];[1];[4];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-5-quartos-sao-francisco-bairros-curitiba-com-garagem-106m2-venda-RS279900-id-2538732596/
CURITIBA - Padrão - Capão Raso;Rua José Clementino Bettega;['146'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-78m2-venda-RS650000-id-2545699665/
Apartamento para Venda em Curitiba, Tingui, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Hilário Moro, 526;['77'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-53m2-venda-RS249000-id-2539872194/
Apartamento no Batel - ARYA 1;Avenida Visconde de Guarapuava, 4343;['215'];[3];[1];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-150m2-venda-RS750000-id-2539696408/
Apartamento à venda no Bacacheri;Avenida Nossa Senhora da Luz, 210;['215'];[3];[1];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-131m2-venda-RS1350000-id-2520039342/
Apartamento para venda com 65 metros quadrados com 2 quartos em Boa Vista - Curitiba - PR;Rua Carlos de Campos, 1741;['65'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-65m2-venda-RS180000-id-2532105531/
Clássico do Água Verde - venda apto 2 quartos;Rua Petit Carneiro, 542;['98'];[2];[0];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-72m2-venda-RS348000-id-2547698548/
Apartamento Garden Suspenso Semi Mobiliado Com 2 Vagas Paralelas no Vila Izabel;Rua Professor Ulisses Vieira;['192'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-90m2-venda-RS715000-id-2539856816/
Apartamento Studio;-;['26'];[1];[1];[1];[];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-17m2-venda-RS199900-id-2547187436/
Apartamento com 2 dormitórios, 77m² no Portão;Rua José de Almeida Garrett, 90;['118'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-77m2-venda-RS349000-id-2543609277/
Oportunidade!!!, Apartamento para venda tem 118 m2 quadrados com 3 quartos em Centro - Curitiba - PR;Rua Saldanha Marinho, 675;['124'];[3];[];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-118m2-venda-RS320000-id-2517415584/
Apartamento a venda com 48m2 com 2 quartos no Pinheirinho - Curitiba;Rua Reinaldo Stocco, 274;[];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-48m2-venda-RS249000-id-2543462578/
Studios Portão;Rua Itatiaia, 984;['36'];[1];[1];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-portao-bairros-curitiba-36m2-venda-RS290000-id-2543453885/
Apartamento com 02 quartos no Santa Cândida-1801-HABITEC;Rua Francisco Zanicotti Sobrinho;['45'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-45m2-venda-RS210000-id-2539946284/
Apartamento à venda, 74 m² por R$ 355.000,00 - Centro Cívico - Curitiba/PR;Avenida Cândido de Abreu, 180;['86'];[3];[1];[2];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-74m2-venda-RS355000-id-2533955628/
Apartamento Residencial à venda, Novo Mundo, Curitiba - .;Rua Waldemiro Ry;['88'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-88m2-venda-RS345000-id-2513261814/
